loss,mae,val_loss,val_mae,learning_rate
0.07452531903982162,0.07452531903982162,0.05379761382937431,0.05379761382937431,0.0010000000474974513
0.05086233466863632,0.05086233466863632,0.05137931555509567,0.05137931555509567,0.0010000000474974513
0.046796225011348724,0.046796225011348724,0.04481340944766998,0.04481340944766998,0.0010000000474974513
0.04444572329521179,0.04444572329521179,0.04707212373614311,0.047072120010852814,0.0010000000474974513
0.04286471754312515,0.04286471754312515,0.0428856797516346,0.0428856797516346,0.0010000000474974513
0.04145609959959984,0.04145609959959984,0.040740255266427994,0.040740255266427994,0.0010000000474974513
0.04058514162898064,0.04058514162898064,0.04004298523068428,0.04004298150539398,0.0010000000474974513
0.03971211984753609,0.03971211984753609,0.03865860030055046,0.03865859657526016,0.0010000000474974513
0.03890633210539818,0.03890633210539818,0.03770560026168823,0.03770560026168823,0.0010000000474974513
0.03813827037811279,0.03813827037811279,0.0377284474670887,0.0377284437417984,0.0010000000474974513
0.03747683763504028,0.037476833909749985,0.03725145757198334,0.03725145757198334,0.0010000000474974513
0.03675398603081703,0.03675398603081703,0.036113057285547256,0.03611305356025696,0.0010000000474974513
0.036217425018548965,0.036217425018548965,0.035834670066833496,0.035834670066833496,0.0010000000474974513
0.03565742447972298,0.03565742447972298,0.03702151030302048,0.03702151030302048,0.0010000000474974513
0.035168856382369995,0.035168856382369995,0.034671951085329056,0.034671951085329056,0.0010000000474974513
0.03471367433667183,0.03471367806196213,0.035279348492622375,0.035279348492622375,0.0010000000474974513
0.03425366058945656,0.03425366058945656,0.033764004707336426,0.033764004707336426,0.0010000000474974513
0.03386755287647247,0.03386755287647247,0.03479553386569023,0.03479553386569023,0.0010000000474974513
0.03347982093691826,0.03347982093691826,0.03351409733295441,0.03351409733295441,0.0010000000474974513
0.03320510685443878,0.03320511057972908,0.03280359506607056,0.03280358761548996,0.0010000000474974513
