loss,mse,val_loss,val_mse,learning_rate
0.01071132067590952,0.01071132067590952,0.00537452707067132,0.00537452707067132,0.0010000000474974513
0.004901381675153971,0.004901381675153971,0.004329070448875427,0.004329070448875427,0.0010000000474974513
0.004205334931612015,0.0042053344659507275,0.003985040821135044,0.003985040821135044,0.0010000000474974513
0.003879750147461891,0.003879750147461891,0.003937253728508949,0.003937253728508949,0.0010000000474974513
0.003608311992138624,0.003608311992138624,0.003469625487923622,0.003469625487923622,0.0010000000474974513
0.0033733397722244263,0.0033733397722244263,0.003404084127396345,0.003404084127396345,0.0010000000474974513
0.0031618978828191757,0.0031618978828191757,0.003221519524231553,0.0032215197570621967,0.0010000000474974513
0.002982167759910226,0.002982167759910226,0.00290498835965991,0.00290498835965991,0.0010000000474974513
0.0028186780400574207,0.0028186782728880644,0.002643716987222433,0.002643716987222433,0.0010000000474974513
0.002691026544198394,0.002691026544198394,0.00256833853200078,0.00256833853200078,0.0010000000474974513
0.002606704132631421,0.002606704132631421,0.002440860029309988,0.002440860029309988,0.0010000000474974513
0.0024951696395874023,0.002495169872418046,0.0024313954636454582,0.0024313952308148146,0.0010000000474974513
0.0024352888576686382,0.0024352888576686382,0.0026064396370202303,0.0026064396370202303,0.0010000000474974513
0.0022691020276397467,0.0022691020276397467,0.002239720430225134,0.002239720430225134,0.0005000000237487257
0.0022236183285713196,0.0022236183285713196,0.0022026279475539923,0.0022026279475539923,0.0005000000237487257
0.0022005275823175907,0.0022005275823175907,0.0022064221557229757,0.002206422621384263,0.0005000000237487257
0.002146447077393532,0.002146446844562888,0.002136090537533164,0.0021360907703638077,0.0002500000118743628
0.0021244145464152098,0.0021244145464152098,0.002112294314429164,0.002112294314429164,0.0002500000118743628
0.002102476544678211,0.002102476544678211,0.0021005584858357906,0.0021005584858357906,0.0002500000118743628
0.00207832851447165,0.00207832851447165,0.0020726285874843597,0.0020726288203150034,0.0001250000059371814
